"Compl Term","Acad Plan","Descr","Plan Type","Survey ID"
"1101","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","000291774"
"1081","BA_POLITIC","Politics","MAJ","000473734"
"1081","DM_HISTORY","History","MAJ","000473734"
"1081","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","000473734"
"1131","BS_HSSP","Health: Science, Society & Pol","MAJ","000788383"
"1131","DM_BIOLOGY","Biology","MAJ","000788383"
"1121","BA_AF_AFAM","African/Afro-American Studies","MAJ","000853677"
"1121","MN_SAS","South Asian Studies","MIN","000853677"
"1093","BA_ANTHROP","Anthropology","MAJ","000945192"
"1093","DM_ENGLISH","English","MAJ","000945192"
"1093","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","000945192"
"1121","BA_THEATER","Theater Arts","MAJ","000964660"
"1121","DM_AMER_ST","American Studies","MAJ","000964660"
"1121","MN_JOURNAL","Journalism","MIN","000964660"
"1121","BA_POLITIC","Politics","MAJ","001139260"
"1121","MN_ECONOMC","Economics","MIN","001139260"
"1091","BS_NEURSCI","Neuroscience","MAJ","001355839"
"1091","DM_PHILOSP","Philosophy","MAJ","001355839"
"1101","BS_COMPSCI","Computer Science","MAJ","001396977"
"1101","DM_MUSIC","Music","MAJ","001396977"
"1091","BA_AMER_ST","American Studies","MAJ","001543244"
"1091","MN_BUSINES","Business","MIN","001543244"
"1091","MN_ECONOMC","Economics","MIN","001543244"
"1091","MN_JOURNAL","Journalism","MIN","001543244"
"1101","BA_AMER_ST","American Studies","MAJ","001772907"
"1101","MN_FILM_ST","Film/Television/InteractvMedia","MIN","001772907"
"1101","MN_HISTORY","History","MIN","001772907"
"1141","BA_ANTHROP","Anthropology","MAJ","001800851"
"1141","MN_HISP","Hispanic Studies","MIN","001800851"
"1151","BA_CRE_WRT","Creative Writing","MAJ","001944647"
"1151","MN_EDUCATN","Education","MIN","001944647"
"1111","BA_AMER_ST","American Studies","MAJ","002117585"
"1111","MN_INT_GLB","International & Global Studies","MIN","002117585"
"1151","BA_PSYCHOL","Psychology","MAJ","002563825"
"1151","DM_HSSP","Health: Science, Society & Pol","MAJ","002563825"
"1151","BS_HSSP","Health: Science, Society & Pol","MAJ","002677622"
"1151","DM_BIOLOGY","Biology","MAJ","002677622"
"1081","BS_BIOLOGY","Biology","MAJ","002783022"
"1081","MN_EA_ASIA","East Asian Studies","MIN","002783022"
"1081","MN_HSSP","Health: Science, Society & Pol","MIN","002783022"
"1121","BA_MATHEMT","Mathematics","MAJ","003055974"
"1121","MN_ECONOMC","Economics","MIN","003055974"
"1121","MN_PHILOSO","Philosophy","MIN","003055974"
"1081","BA_HSSP","Health: Science, Society & Pol","MAJ","003061799"
"1081","BA_INT_GLB","International & Global Studies","MAJ","003062886"
"1092","BA_CLASSIC","Classical Studies","MAJ","003235235"
"1091","BA_POLITIC","Politics","MAJ","003290057"
"1091","DM_ECONOMS","Economics","MAJ","003290057"
"1101","BA_PSYCHOL","Psychology","MAJ","003346341"
"1101","DM_MUSIC","Music","MAJ","003346341"
"1151","BA_PHILOSP","Philosophy","MAJ","003548162"
"1151","MN_ECONOMC","Economics","MIN","003548162"
"1122","BA_PSYCHOL","Psychology","MAJ","003565147"
"1122","MN_HISP","Hispanic Studies","MIN","003565147"
"1121","BS_BIOLOGY","Biology","MAJ","003657848"
"1121","MN_HSSP","Health: Science, Society & Pol","MIN","003657848"
"1102","BA_HSSP","Health: Science, Society & Pol","MAJ","003673346"
"1102","MN_AF_AFAM","African/Afro-American Studies","MIN","003673346"
"1111","BS_BIOLOGY","Biology","MAJ","003697924"
"1111","DM_NEURSCI","Neuroscience","MAJ","003697924"
"1141","BA_POLITIC","Politics","MAJ","003761838"
"1141","MN_LEGAL","Legal Studies","MIN","003761838"
"1141","MN_SOJ_SOP","Social Justice & Social Policy","MIN","003761838"
"1081","BA_STU_ART","Studio Art","MAJ","004317938"
"1081","DM_ART_HST","Art History","MAJ","004317938"
"1091","BS_CHEMIST","Chemistry","MAJ","004512171"
"1091","DM_BIOCHEM","Biochemistry","MAJ","004512171"
"1091","DM_BIOLOGY","Biology","MAJ","004512171"
"1081","BA_INT_GLB","International & Global Studies","MAJ","004614740"
"1081","MN_BUSINES","Business","MIN","004614740"
"1081","MN_ECONOMC","Economics","MIN","004614740"
"1081","MN_POLITIC","Politics","MIN","004614740"
"1101","BS_NEURSCI","Neuroscience","MAJ","004622055"
"1101","DM_PSYCHOL","Psychology","MAJ","004622055"
"1151","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","004648086"
"1151","DM_AMER_ST","American Studies","MAJ","004648086"
"1151","MN_ENGL_AM","English","MIN","004648086"
"1151","BA_AMER_ST","American Studies","MAJ","004822519"
"1151","DM_INDEPEN","Independent Interdisc Studies","MAJ","004822519"
"1151","BS_BIOLOGY","Biology","MAJ","004862897"
"1151","MN_CHEMIST","Chemistry","MIN","004862897"
"1151","MN_HSSP","Health: Science, Society & Pol","MIN","004862897"
"1151","BA_PSYCHOL","Psychology","MAJ","005279819"
"1151","MN_POLITIC","Politics","MIN","005279819"
"1113","BS_PHYSICS","Physics","MAJ","005323312"
"1113","MN_CMP_SCI","Computer Science","MIN","005323312"
"1113","MN_MATHMAT","Mathematics","MIN","005323312"
"1131","BA_BUSINES","Business","MAJ","005345360"
"1131","MN_ECONOMC","Economics","MIN","005345360"
"1101","BS_BIOLOGY","Biology","MAJ","005352928"
"1101","MN_CLAS_ST","Classical Studies","MIN","005352928"
"1131","BA_EDUCST","Education Studies","MAJ","005488619"
"1131","DM_ANTHROP","Anthropology","MAJ","005488619"
"1131","MN_EDUCATN","Education","MIN","005488619"
"1112","BA_SOCIOLO","Sociology","MAJ","005767398"
"1112","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","005767398"
"1112","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","005767398"
"1131","BA_PSYCHOL","Psychology","MAJ","005912782"
"1131","MN_ANTHROP","Anthropology","MIN","005912782"
"1121","BS_BIOLOGY","Biology","MAJ","006050437"
"1141","BS_BIOCHEM","Biochemistry","MAJ","006388914"
"1141","BA_POLITIC","Politics","MAJ","006956832"
"1151","BA_SOCIOLO","Sociology","MAJ","007057681"
"1151","DM_EDUCST","Education Studies","MAJ","007057681"
"1151","BS_PHYSICS","Physics","MAJ","007280231"
"1151","DM_MATHEMT","Mathematics","MAJ","007280231"
"1101","BA_ECONOMS","Economics","MAJ","007503592"
"1101","MN_BUSINES","Business","MIN","007503592"
"1101","MN_PHILOSO","Philosophy","MIN","007503592"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","007565104"
"1131","MN_BUSINES","Business","MIN","007565104"
"1131","MN_POLITIC","Politics","MIN","007565104"
"1143","BA_LIN_COG","Language and Linguistics","MAJ","007584965"
"1143","DM_HISTORY","History","MAJ","007584965"
"1143","MN_ANTHROP","Anthropology","MIN","007584965"
"1131","BA_INT_GLB","International & Global Studies","MAJ","007654900"
"1131","DM_EA_ASIA","East Asian Studies","MAJ","007654900"
"1131","MN_ECONOMC","Economics","MIN","007654900"
"1121","BA_CHEMIST","Chemistry","MAJ","007739047"
"1091","BA_HISTORY","History","MAJ","007739604"
"1091","MN_EDUCST","Education Studies","MIN","007739604"
"1091","MN_FR_LNLT","French & Francophone Studies","MIN","007739604"
"1151","BA_INT_GLB","International & Global Studies","MAJ","008172440"
"1151","MN_SAS","South Asian Studies","MIN","008172440"
"1073","BA_LATN_AM","Latin American and Latino Stds","MAJ","008469423"
"1151","BA_HSSP","Health: Science, Society & Pol","MAJ","008663577"
"1151","DM_INT_GLB","International & Global Studies","MAJ","008663577"
"1151","BA_HSSP","Health: Science, Society & Pol","MAJ","008761615"
"1151","MN_ECONOMC","Economics","MIN","008761615"
"1151","MN_HISP","Hispanic Studies","MIN","008761615"
"1121","BS_BIOLOGY","Biology","MAJ","008879603"
"1121","DM_HSSP","Health: Science, Society & Pol","MAJ","008879603"
"1123","BS_CHEMIST","Chemistry","MAJ","008929233"
"1091","BS_BIOLOGY","Biology","MAJ","009125292"
"1091","DM_ECONOMS","Economics","MAJ","009125292"
"1091","MN_BUSINES","Business","MIN","009125292"
"1091","MN_CHEMIST","Chemistry","MIN","009125292"
"1131","BA_PSYCHOL","Psychology","MAJ","009602187"
"1131","MN_INT_GLB","International & Global Studies","MIN","009602187"
"1131","BS_HSSP","Health: Science, Society & Pol","MAJ","009749401"
"1151","BA_ENGLISH","English","MAJ","009867342"
"1151","DM_CRE_WRT","Creative Writing","MAJ","009867342"
"1151","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","009867342"
"1081","BA_THEATER","Theater Arts","MAJ","010143767"
"1081","MN_MATHMAT","Mathematics","MIN","010143767"
"1103","BA_ECONOMS","Economics","MAJ","010209477"
"1103","DM_BUSINES","Business","MAJ","010209477"
"1081","BA_ECONOMS","Economics","MAJ","010503971"
"1081","DM_POLITIC","Politics","MAJ","010503971"
"1081","MN_HISTORY","History","MIN","010503971"
"1081","MN_INT_GLB","International & Global Studies","MIN","010503971"
"1101","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","010542949"
"1101","DM_INDEPEN","Independent Interdisc Studies","MAJ","010542949"
"1111","BA_HSSP","Health: Science, Society & Pol","MAJ","010545599"
"1111","DM_LATN_AM","Latin American and Latino Stds","MAJ","010545599"
"1111","MN_HISP","Hispanic Studies","MIN","010545599"
"1091","BS_HSSP","Health: Science, Society & Pol","MAJ","010624801"
"1091","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","010624801"
"1093","BA_ECONOMS","Economics","MAJ","010705421"
"1093","MN_BUSINES","Business","MIN","010705421"
"1151","BA_HSSP","Health: Science, Society & Pol","MAJ","010837700"
"1151","DM_POLITIC","Politics","MAJ","010837700"
"1151","MN_HISP","Hispanic Studies","MIN","010837700"
"1101","BA_CHEMIST","Chemistry","MAJ","011195859"
"1101","MS_CHEMS_C","BA/MS Chemistry Program","MAJ","011195859"
"1151","BA_ART_HST","Art History","MAJ","011256409"
"1151","MN_MED_REN","Medieval & Renaissance Studies","MIN","011256409"
"1143","BA_HISTORY","History","MAJ","011490925"
"1143","DM_POLITIC","Politics","MAJ","011490925"
"1151","BA_ECONOMS","Economics","MAJ","011555946"
"1151","DM_COMPSCI","Computer Science","MAJ","011555946"
"1141","BA_AF_AFAM","African/Afro-American Studies","MAJ","011688308"
"1141","DM_COMPSCI","Computer Science","MAJ","011688308"
"1142","BA_ECONOMS","Economics","MAJ","011900737"
"1142","MN_BUSINES","Business","MIN","011900737"
"1111","BA_THEATER","Theater Arts","MAJ","012187797"
"1111","DM_ENGLISH","English","MAJ","012187797"
"1111","MN_BUSINES","Business","MIN","012187797"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","012233569"
"1121","BA_HSSP","Health: Science, Society & Pol","MAJ","012253187"
"1121","MN_BUSINES","Business","MIN","012253187"
"1091","BA_INT_GLB","International & Global Studies","MAJ","012296229"
"1091","MN_BUSINES","Business","MIN","012296229"
"1091","MN_HISP","Hispanic Studies","MIN","012296229"
"1091","MN_LEGAL","Legal Studies","MIN","012296229"
"1143","BA_PSYCHOL","Psychology","MAJ","013159930"
"1143","DM_EDUCST","Education Studies","MAJ","013159930"
"1103","BA_INT_GLB","International & Global Studies","MAJ","013715598"
"1103","MN_ITALIAN","Italian Studies","MIN","013715598"
"1103","MN_POLITIC","Politics","MIN","013715598"
"1081","BA_AF_AFAM","African/Afro-American Studies","MAJ","013751388"
"1081","DM_HISTORY","History","MAJ","013751388"
"1081","MN_POLITIC","Politics","MIN","013751388"
"1121","BS_NEURSCI","Neuroscience","MAJ","014282201"
"1121","MN_ENGL_AM","English","MIN","014282201"
"1081","BA_CRE_WRT","Creative Writing","MAJ","014595401"
"1121","BA_PSYCHOL","Psychology","MAJ","014716263"
"1121","MN_ECONOMC","Economics","MIN","014716263"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","014716263"
"1101","BA_PSYCHOL","Psychology","MAJ","014786285"
"1101","MN_HISP","Hispanic Studies","MIN","014786285"
"1121","BA_BIOLOGY","Biology","MAJ","014794813"
"1101","BA_HSSP","Health: Science, Society & Pol","MAJ","014812397"
"1101","MN_INT_GLB","International & Global Studies","MIN","014812397"
"1101","MN_LEGAL","Legal Studies","MIN","014812397"
"1131","BA_EDUCST","Education Studies","MAJ","014850890"
"1131","MN_HISTORY","History","MIN","014850890"
"1131","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","014850890"
"1101","BA_PSYCHOL","Psychology","MAJ","014992117"
"1101","MN_HISP","Hispanic Studies","MIN","014992117"
"1133","BA_PSYCHOL","Psychology","MAJ","014996886"
"1133","MN_HISP","Hispanic Studies","MIN","014996886"
"1091","BA_GERMAN","German Studies","MAJ","015182311"
"1091","DM_ECONOMS","Economics","MAJ","015182311"
"1091","MN_BUSINES","Business","MIN","015182311"
"1151","BS_PHYSICS","Physics","MAJ","015382149"
"1151","MN_MATHMAT","Mathematics","MIN","015382149"
"1141","BA_HISTORY","History","MAJ","015400086"
"1141","MN_ANTHROP","Anthropology","MIN","015400086"
"1141","MN_BUSINES","Business","MIN","015400086"
"1131","BA_AMER_ST","American Studies","MAJ","015777193"
"1131","DM_ANTHROP","Anthropology","MAJ","015777193"
"1131","MN_CLAS_ST","Classical Studies","MIN","015777193"
"1091","BA_HISTORY","History","MAJ","015802273"
"1091","DM_ECONOMS","Economics","MAJ","015802273"
"1081","BA_POLITIC","Politics","MAJ","015959439"
"1081","MN_BUSINES","Business","MIN","015959439"
"1081","MN_EA_ASIA","East Asian Studies","MIN","015959439"
"1091","BA_ART_HST","Art History","MAJ","015960912"
"1091","MN_ENGL_AM","English","MIN","015960912"
"1151","BS_BIOLOGY","Biology","MAJ","016412911"
"1151","MN_CHEMIST","Chemistry","MIN","016412911"
"1151","MN_HISP","Hispanic Studies","MIN","016412911"
"1141","BA_ENVIRON","Environmental Studies","MAJ","016415502"
"1141","DM_NEAR_JU","Near Eastern & Judaic Studies","MAJ","016415502"
"1141","MN_HB_LNLT","Hebrew Language and Literature","MIN","016415502"
"1141","BA_PSYCHOL","Psychology","MAJ","016487685"
"1141","MN_EDUCATN","Education","MIN","016487685"
"1091","BA_HEBREW","Hebrew Language and Literature","MAJ","016774940"
"1091","DM_SOCIOLO","Sociology","MAJ","016774940"
"1091","MN_HSSP","Health: Science, Society & Pol","MIN","016774940"
"1123","BA_MATHEMT","Mathematics","MAJ","016837290"
"1123","MN_ECONOMC","Economics","MIN","016837290"
"1123","MN_PHILOSO","Philosophy","MIN","016837290"
"1151","BS_BIOCHEM","Biochemistry","MAJ","016940670"
"1151","DM_HSSP","Health: Science, Society & Pol","MAJ","016940670"
"1151","MN_PHILOSO","Philosophy","MIN","016940670"
"1091","BA_AMER_ST","American Studies","MAJ","016950496"
"1081","BA_HISTORY","History","MAJ","016955214"
"1081","DM_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","016955214"
"1081","MN_BUSINES","Business","MIN","016955214"
"1081","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","016955214"
"1121","BS_BIOLOGY","Biology","MAJ","016994739"
"1081","BA_MATHEMT","Mathematics","MAJ","017154383"
"1081","DM_ECONOMS","Economics","MAJ","017154383"
"1101","BA_HISP","Hispanic Studies","MAJ","017365680"
"1101","MN_ART_HST","Art History","MIN","017365680"
"1101","MN_LAT_AMR","Latin American and Latino Stds","MIN","017365680"
"1101","BA_INT_GLB","International & Global Studies","MAJ","017912994"
"1101","MN_SOJ_SOP","Social Justice & Social Policy","MIN","017912994"
"1121","BS_NEURSCI","Neuroscience","MAJ","017989250"
"1121","DM_LIN_COG","Language and Linguistics","MAJ","017989250"
"1091","BA_STU_ART","Studio Art","MAJ","018103150"
"1131","BS_BIOLOGY","Biology","MAJ","018244641"
"1131","DM_COMPSCI","Computer Science","MAJ","018244641"
"1131","MN_BUSINES","Business","MIN","018244641"
"1141","BA_ECONOMS","Economics","MAJ","018362362"
"1101","BA_PSYCHOL","Psychology","MAJ","019247745"
"1101","DM_AF_AFAM","African/Afro-American Studies","MAJ","019247745"
"1101","MN_BUSINES","Business","MIN","019247745"
"1101","BA_ECONOMS","Economics","MAJ","019297570"
"1101","MN_BUSINES","Business","MIN","019297570"
"1151","BA_BUSINES","Business","MAJ","019390259"
"1151","MN_INT_GLB","International & Global Studies","MIN","019390259"
"1131","BA_INDEPEN","Independent Interdisc Studies","MAJ","019943327"
"1131","MN_EA_ASIA","East Asian Studies","MIN","019943327"
"1151","BA_PSYCHOL","Psychology","MAJ","020398600"
"1151","DM_LIN_COG","Language and Linguistics","MAJ","020398600"
"1111","BA_LIN_COG","Language and Linguistics","MAJ","020458242"
"1091","BA_PSYCHOL","Psychology","MAJ","020569948"
"1091","DM_HSSP","Health: Science, Society & Pol","MAJ","020569948"
"1101","BA_HISTORY","History","MAJ","020685882"
"1101","MN_ECONOMC","Economics","MIN","020685882"
"1151","BA_PSYCHOL","Psychology","MAJ","021279252"
"1151","DM_BUSINES","Business","MAJ","021279252"
"1151","MN_ECONOMC","Economics","MIN","021279252"
"1143","BA_BUSINES","Business","MAJ","021318671"
"1121","BS_CHEMIST","Chemistry","MAJ","021330013"
"1121","MN_ANTHROP","Anthropology","MIN","021330013"
"1081","BA_LIN_COG","Language and Linguistics","MAJ","021332580"
"1081","DM_PHILOSP","Philosophy","MAJ","021332580"
"1081","MN_FR_LNLT","French & Francophone Studies","MIN","021332580"
"1123","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","021681471"
"1123","MN_ENGL_AM","English","MIN","021681471"
"1091","BA_INT_GLB","International & Global Studies","MAJ","021840023"
"1091","DM_ECONOMS","Economics","MAJ","021840023"
"1091","DM_FRENCH","French & Francophone Studies","MAJ","021840023"
"1151","BA_BUSINES","Business","MAJ","021996554"
"1141","BA_HSSP","Health: Science, Society & Pol","MAJ","022128138"
"1141","DM_EDUCST","Education Studies","MAJ","022128138"
"1081","BA_ANTHROP","Anthropology","MAJ","022134511"
"1081","MN_HB_LNLT","Hebrew Language and Literature","MIN","022134511"
"1081","BA_BIOLOGY","Biology","MAJ","022199333"
"1073","BA_THEATER","Theater Arts","MAJ","022241951"
"1073","MN_EDUCST","Education Studies","MIN","022241951"
"1151","BA_INT_GLB","International & Global Studies","MAJ","022384185"
"1151","MN_BUSINES","Business","MIN","022384185"
"1151","MN_LEGAL","Legal Studies","MIN","022384185"
"1101","BA_POLITIC","Politics","MAJ","022424852"
"1101","DM_LATN_AM","Latin American and Latino Stds","MAJ","022424852"
"1101","MN_ECONOMC","Economics","MIN","022424852"
"1131","BA_POLITIC","Politics","MAJ","022688223"
"1131","DM_ECONOMS","Economics","MAJ","022688223"
"1131","DM_MATHEMT","Mathematics","MAJ","022688223"
"1131","MN_INT_GLB","International & Global Studies","MIN","022688223"
"1081","BA_AMER_ST","American Studies","MAJ","022704925"
"1081","MN_BUSINES","Business","MIN","022704925"
"1121","BA_INT_GLB","International & Global Studies","MAJ","022921231"
"1121","MN_BUSINES","Business","MIN","022921231"
"1121","MN_PHILOSO","Philosophy","MIN","022921231"
"1141","BA_ART_HST","Art History","MAJ","023024204"
"1141","MN_ENGL_AM","English","MIN","023024204"
"1141","BS_CHEMIST","Chemistry","MAJ","023074793"
"1141","DM_BIOLOGY","Biology","MAJ","023074793"
"1083","BA_SOCIOLO","Sociology","MAJ","023143575"
"1083","MN_ECONOMC","Economics","MIN","023143575"
"1083","MN_THE_ART","Theater Arts","MIN","023143575"
"1091","BA_FRENCH","French & Francophone Studies","MAJ","023401150"
"1091","MN_GR_LNLT","German Studies","MIN","023401150"
"1151","BA_ECONOMS","Economics","MAJ","023404604"
"1151","DM_BUSINES","Business","MAJ","023404604"
"1151","MN_POLITIC","Politics","MIN","023404604"
"1151","BA_EDUCST","Education Studies","MAJ","023699375"
"1151","DM_POLITIC","Politics","MAJ","023699375"
"1151","MN_SOJ_SOP","Social Justice & Social Policy","MIN","023699375"
"1081","BA_INT_GLB","International & Global Studies","MAJ","023761057"
"1081","MN_ECONOMC","Economics","MIN","023761057"
"1151","BA_INDEPEN","Independent Interdisc Studies","MAJ","024034361"
"1151","DM_PSYCHOL","Psychology","MAJ","024034361"
"1133","BA_PSYCHOL","Psychology","MAJ","024386136"
"1111","BS_NEURSCI","Neuroscience","MAJ","024571696"
"1111","DM_BIOLOGY","Biology","MAJ","024571696"
"1111","DM_CHEMIST","Chemistry","MAJ","024571696"
"1141","BS_BIOLOGY","Biology","MAJ","024923951"
"1141","MN_BUSINES","Business","MIN","024923951"
"1131","BA_BUSINES","Business","MAJ","024945940"
"1131","MN_ECONOMC","Economics","MIN","024945940"
"1111","BA_PSYCHOL","Psychology","MAJ","024973968"
"1111","MN_LEGAL","Legal Studies","MIN","024973968"
"1111","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","024973968"
"1081","BA_HSSP","Health: Science, Society & Pol","MAJ","025001985"
"1081","MN_HISTORY","History","MIN","025001985"
"1091","BA_AMER_ST","American Studies","MAJ","025010736"
"1091","MN_ART_HST","Art History","MIN","025010736"
"1111","BA_POLITIC","Politics","MAJ","025030366"
"1141","BA_PSYCHOL","Psychology","MAJ","025190751"
"1141","MN_ECONOMC","Economics","MIN","025190751"
"1081","BS_BIOCHEM","Biochemistry","MAJ","025217058"
"1081","DM_BIOLOGY","Biology","MAJ","025217058"
"1081","DM_HISTORY","History","MAJ","025217058"
"1081","MN_CHEMIST","Chemistry","MIN","025217058"
"1081","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","025217058"
"1131","BA_LIN_COG","Language and Linguistics","MAJ","025433373"
"1081","BS_NEURSCI","Neuroscience","MAJ","025440867"
"1081","DM_BIOLOGY","Biology","MAJ","025440867"
"1141","BA_HISTORY","History","MAJ","025714461"
"1141","DM_PHILOSP","Philosophy","MAJ","025714461"
"1141","MN_POLITIC","Politics","MIN","025714461"
"1151","BA_INT_GLB","International & Global Studies","MAJ","025766983"
"1151","DM_POLITIC","Politics","MAJ","025766983"
"1151","MN_ECONOMC","Economics","MIN","025766983"
"1151","BS_COMPSCI","Computer Science","MAJ","025876736"
"1151","DM_ECONOMS","Economics","MAJ","025876736"
"1151","DM_MATHEMT","Mathematics","MAJ","025876736"
"1111","BA_BIOLOGY","Biology","MAJ","025888906"
"1111","MN_ANTHROP","Anthropology","MIN","025888906"
"1121","BA_POLITIC","Politics","MAJ","026179681"
"1121","DM_ECONOMS","Economics","MAJ","026179681"
"1121","MN_JOURNAL","Journalism","MIN","026179681"
"1101","BS_BIOLOGY","Biology","MAJ","026188917"
"1101","MN_HSSP","Health: Science, Society & Pol","MIN","026188917"
"1151","BA_PSYCHOL","Psychology","MAJ","026218028"
"1151","MN_MUSIC","Music","MIN","026218028"
"1131","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","026237048"
"1121","BS_BIOLOGY","Biology","MAJ","026238901"
"1121","MN_HSSP","Health: Science, Society & Pol","MIN","026238901"
"1121","MN_MATHMAT","Mathematics","MIN","026238901"
"1151","BA_INT_GLB","International & Global Studies","MAJ","026297790"
"1081","BA_EA_ASIA","East Asian Studies","MAJ","026429685"
"1081","MN_MUSIC","Music","MIN","026429685"
"1121","BA_EDUCST","Education Studies","MAJ","026511111"
"1121","DM_SOCIOLO","Sociology","MAJ","026511111"
"1121","MN_SOJ_SOP","Social Justice & Social Policy","MIN","026511111"
"1081","BA_BIOCHEM","Biochemistry","MAJ","026565017"
"1101","BS_BIOLOGY","Biology","MAJ","026637230"
"1101","MN_BUSINES","Business","MIN","026637230"
"1091","BS_HSSP","Health: Science, Society & Pol","MAJ","026739094"
"1091","DM_BIOLOGY","Biology","MAJ","026739094"
"1081","BA_MUSIC","Music","MAJ","027194369"
"1081","DM_NEAR_JU","Near Eastern & Judaic Studies","MAJ","027194369"
"1091","BA_EUR_CUL","European Cultural Studies","MAJ","027200803"
"1091","DM_ENGLISH","English","MAJ","027200803"
"1091","MN_HISTORY","History","MIN","027200803"
"1121","BA_PSYCHOL","Psychology","MAJ","027241107"
"1151","BA_BUSINES","Business","MAJ","027293374"
"1151","MN_ECONOMC","Economics","MIN","027293374"
"1151","MN_LEGAL","Legal Studies","MIN","027293374"
"1083","BA_HISTORY","History","MAJ","027380796"
"1083","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","027380796"
"1121","BA_EA_ASIA","East Asian Studies","MAJ","027880458"
"1121","MN_LEGAL","Legal Studies","MIN","027880458"
"1141","BA_HSSP","Health: Science, Society & Pol","MAJ","027951846"
"1131","BA_COMPSCI","Computer Science","MAJ","028001098"
"1121","BA_ECONOMS","Economics","MAJ","028049331"
"1091","BA_PSYCHOL","Psychology","MAJ","028254456"
"1091","BA_ECONOMS","Economics","MAJ","028307971"
"1091","DM_STU_ART","Studio Art","MAJ","028307971"
"1091","MN_BUSINES","Business","MIN","028307971"
"1131","BA_ECONOMS","Economics","MAJ","028331953"
"1131","MN_BUSINES","Business","MIN","028331953"
"1101","BA_STU_ART","Studio Art","MAJ","028667982"
"1101","MN_BUSINES","Business","MIN","028667982"
"1101","MN_ECONOMC","Economics","MIN","028667982"
"1113","BA_EDUCST","Education Studies","MAJ","028670749"
"1113","DM_PSYCHOL","Psychology","MAJ","028670749"
"1141","BS_BIOLOGY","Biology","MAJ","028672425"
"1141","MN_CHEMIST","Chemistry","MIN","028672425"
"1081","BA_PSYCHOL","Psychology","MAJ","028707548"
"1081","MN_BUSINES","Business","MIN","028707548"
"1081","BA_SOCIOLO","Sociology","MAJ","029525768"
"1081","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","029525768"
"1113","BA_PSYCHOL","Psychology","MAJ","029753241"
"1113","DM_HSSP","Health: Science, Society & Pol","MAJ","029753241"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","030062853"
"1111","BA_STU_ART","Studio Art","MAJ","030090258"
"1111","MN_PHILOSO","Philosophy","MIN","030090258"
"1143","BA_PSYCHOL","Psychology","MAJ","030187156"
"1143","MN_EDUCST","Education Studies","MIN","030187156"
"1131","BA_CLASSIC","Classical Studies","MAJ","030210170"
"1131","DM_ANTHROP","Anthropology","MAJ","030210170"
"1131","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","030210170"
"1151","BA_BUSINES","Business","MAJ","030222529"
"1151","DM_POLITIC","Politics","MAJ","030222529"
"1121","BA_HSSP","Health: Science, Society & Pol","MAJ","030306544"
"1121","MN_LEGAL","Legal Studies","MIN","030306544"
"1151","BA_HSSP","Health: Science, Society & Pol","MAJ","030326940"
"1151","MN_JOURNAL","Journalism","MIN","030326940"
"1082","BA_ECONOMS","Economics","MAJ","030382790"
"1151","BA_ANTHROP","Anthropology","MAJ","030501173"
"1111","BA_PSYCHOL","Psychology","MAJ","030640673"
"1111","MN_JOURNAL","Journalism","MIN","030640673"
"1131","BA_AMER_ST","American Studies","MAJ","030661043"
"1131","DM_SOCIOLO","Sociology","MAJ","030661043"
"1131","MN_FILM_ST","Film/Television/InteractvMedia","MIN","030661043"
"1131","MN_HISTORY","History","MIN","030661043"
"1151","BA_ENGLISH","English","MAJ","031122746"
"1151","MN_CRE_WRT","Creative Writing","MIN","031122746"
"1111","BA_ECONOMS","Economics","MAJ","031191545"
"1111","DM_MUSIC","Music","MAJ","031191545"
"1121","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","031538709"
"1081","BA_HISTORY","History","MAJ","031606766"
"1081","DM_ECONOMS","Economics","MAJ","031606766"
"1081","MN_PHILOSO","Philosophy","MIN","031606766"
"1151","BA_CHEMIST","Chemistry","MAJ","031724782"
"1141","BA_INDEPEN","Independent Interdisc Studies","MAJ","031845344"
"1141","MN_LEGAL","Legal Studies","MIN","031845344"
