"Compl Term","Acad Plan","Descr","Plan Type","Survey ID"
"1081","DM_FRENCH","French & Francophone Studies","MAJ","598608811"
"1081","MN_ENGL_AM","English","MIN","598608811"
"1151","BS_NEURSCI","Neuroscience","MAJ","598789734"
"1151","DM_PSYCHOL","Psychology","MAJ","598789734"
"1141","BA_PSYCHOL","Psychology","MAJ","598870611"
"1141","DM_BUSINES","Business","MAJ","598870611"
"1151","BA_POLITIC","Politics","MAJ","599144176"
"1151","DM_PHILOSP","Philosophy","MAJ","599144176"
"1081","BA_AMER_ST","American Studies","MAJ","599277951"
"1081","DM_SOCIOLO","Sociology","MAJ","599277951"
"1081","MN_LEGAL","Legal Studies","MIN","599277951"
"1091","BA_ENGLISH","English","MAJ","599420638"
"1091","MN_ART_HST","Art History","MIN","599420638"
"1151","BA_INT_GLB","International & Global Studies","MAJ","599691288"
"1151","DM_HISTORY","History","MAJ","599691288"
"1151","MN_EA_ASIA","East Asian Studies","MIN","599691288"
"1151","BA_INT_GLB","International & Global Studies","MAJ","599744254"
"1151","DM_ANTHROP","Anthropology","MAJ","599744254"
"1151","DM_SOCIOLO","Sociology","MAJ","599744254"
"1141","BA_MATHEMT","Mathematics","MAJ","599777040"
"1141","MN_PHYSICS","Physics","MIN","599777040"
"1101","BA_POLITIC","Politics","MAJ","600182535"
"1101","MN_ENGL_AM","English","MIN","600182535"
"1101","BA_SOCIOLO","Sociology","MAJ","600383163"
"1101","BA_ECONOMS","Economics","MAJ","600554634"
"1131","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","600574229"
"1141","BA_ECONOMS","Economics","MAJ","600674018"
"1141","MN_FILM_ST","Film/Television/InteractvMedia","MIN","600674018"
"1151","BS_HSSP","Health: Science, Society & Pol","MAJ","600738806"
"1151","DM_BIOLOGY","Biology","MAJ","600738806"
"1151","MN_CHEMIST","Chemistry","MIN","600738806"
"1151","MN_SCULPT","Sculpture","MIN","600738806"
"1081","BA_POLITIC","Politics","MAJ","600961819"
"1081","DM_HISTORY","History","MAJ","600961819"
"1103","BA_NEURSCI","Neuroscience","MAJ","601042215"
"1131","BA_INT_GLB","International & Global Studies","MAJ","601050708"
"1131","DM_BUSINES","Business","MAJ","601050708"
"1121","BA_ECONOMS","Economics","MAJ","601051042"
"1121","MN_BUSINES","Business","MIN","601051042"
"1121","MN_HISTORY","History","MIN","601051042"
"1101","BS_PHYSICS","Physics","MAJ","601196548"
"1101","MN_MATHMAT","Mathematics","MIN","601196548"
"1091","BA_PSYCHOL","Psychology","MAJ","601425810"
"1091","DM_SOCIOLO","Sociology","MAJ","601425810"
"1141","BA_HSSP","Health: Science, Society & Pol","MAJ","601641428"
"1141","MN_SCULPT","Sculpture","MIN","601641428"
"1131","BA_ECONOMS","Economics","MAJ","601747878"
"1111","BA_ECONOMS","Economics","MAJ","601815616"
"1111","DM_MATHEMT","Mathematics","MAJ","601815616"
"1111","MN_RS_LNLT","Russian Studies","MIN","601815616"
"1141","BA_POLITIC","Politics","MAJ","602332715"
"1141","MN_LEGAL","Legal Studies","MIN","602332715"
"1141","MN_REL_STU","Religious Studies","MIN","602332715"
"1111","BA_ART_HST","Art History","MAJ","602589829"
"1111","MN_ITALIAN","Italian Studies","MIN","602589829"
"1121","BA_STU_ART","Studio Art","MAJ","602700047"
"1121","DM_ECONOMS","Economics","MAJ","602700047"
"1111","BS_NEURSCI","Neuroscience","MAJ","602890614"
"1111","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","602890614"
"1141","BA_ART_HST","Art History","MAJ","602908751"
"1141","DM_PHILOSP","Philosophy","MAJ","602908751"
"1141","BA_POLITIC","Politics","MAJ","603076479"
"1141","DM_INT_GLB","International & Global Studies","MAJ","603076479"
"1151","BA_PSYCHOL","Psychology","MAJ","603086298"
"1151","MN_ENGL_AM","English","MIN","603086298"
"1151","MN_INT_GLB","International & Global Studies","MIN","603086298"
"1101","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","603363396"
"1101","DM_NEAR_JU","Near Eastern & Judaic Studies","MAJ","603363396"
"1121","BA_ANTHROP","Anthropology","MAJ","603410424"
"1121","MN_SAS","South Asian Studies","MIN","603410424"
"1111","BA_POLITIC","Politics","MAJ","603499180"
"1111","MN_BUSINES","Business","MIN","603499180"
"1141","BA_ANTHROP","Anthropology","MAJ","603732749"
"1141","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","603732749"
"1121","BS_HSSP","Health: Science, Society & Pol","MAJ","604099321"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","604099321"
"1111","BA_FRENCH","French & Francophone Studies","MAJ","604199935"
"1111","MN_EDUCATN","Education","MIN","604199935"
"1113","BA_PSYCHOL","Psychology","MAJ","604224323"
"1113","MN_BUSINES","Business","MIN","604224323"
"1101","BA_ENGLISH","English","MAJ","604510381"
"1101","DM_FILM_ST","Film/Television/InteractvMedia","MAJ","604510381"
"1101","DM_HISTORY","History","MAJ","604510381"
"1081","BA_INT_GLB","International & Global Studies","MAJ","604780796"
"1081","DM_ART_HST","Art History","MAJ","604780796"
"1141","BA_INT_GLB","International & Global Studies","MAJ","604821752"
"1141","DM_ECONOMS","Economics","MAJ","604821752"
"1141","MN_SAS","South Asian Studies","MIN","604821752"
"1151","BA_SOCIOLO","Sociology","MAJ","604925619"
"1151","MN_AF_AFAM","African/Afro-American Studies","MIN","604925619"
"1073","BA_LIN_COG","Language and Linguistics","MAJ","604981226"
"1111","BA_BIOLOGY","Biology","MAJ","605080281"
"1111","BA_POLITIC","Politics","MAJ","605089818"
"1111","DM_AF_AFAM","African/Afro-American Studies","MAJ","605089818"
"1111","MA_POLT_C","BA/MA Politics Program","MAJ","605089818"
"1111","MN_LEGAL","Legal Studies","MIN","605089818"
"1141","BS_NEURSCI","Neuroscience","MAJ","605163730"
"1141","DM_BIOLOGY","Biology","MAJ","605163730"
"1141","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","605163730"
"1121","BA_MATHEMT","Mathematics","MAJ","605402905"
"1121","DM_FRENCH","French & Francophone Studies","MAJ","605402905"
"1113","BA_POLITIC","Politics","MAJ","605439706"
"1113","MN_LEGAL","Legal Studies","MIN","605439706"
"1081","BA_SOCIOLO","Sociology","MAJ","605504841"
"1081","DM_POLITIC","Politics","MAJ","605504841"
"1081","MN_LAT_AMR","Latin American and Latino Stds","MIN","605504841"
"1081","MN_PEACE","Peace and Conflict Studies","MIN","605504841"
"1081","BS_PHYSICS","Physics","MAJ","605512194"
"1081","MN_MATHMAT","Mathematics","MIN","605512194"
"1131","BA_BIOLOGY","Biology","MAJ","605883307"
"1143","BA_HSSP","Health: Science, Society & Pol","MAJ","606095266"
"1121","BA_POLITIC","Politics","MAJ","606491909"
"1121","DM_HSSP","Health: Science, Society & Pol","MAJ","606491909"
"1101","BS_BIOLOGY","Biology","MAJ","607030502"
"1143","BS_BIOLOGY","Biology","MAJ","607394386"
"1143","MN_INT_GLB","International & Global Studies","MIN","607394386"
"1111","BA_PSYCHOL","Psychology","MAJ","607473216"
"1111","DM_EDUCST","Education Studies","MAJ","607473216"
"1122","BA_AMER_ST","American Studies","MAJ","607525994"
"1122","DM_POLITIC","Politics","MAJ","607525994"
"1121","BA_BIOLOGY","Biology","MAJ","607653958"
"1091","BS_BIOLOGY","Biology","MAJ","607942286"
"1091","MN_BUSINES","Business","MIN","607942286"
"1091","MN_CHEMIST","Chemistry","MIN","607942286"
"1141","BA_POLITIC","Politics","MAJ","608048346"
"1141","DM_RUSSIAN","Russian Studies","MAJ","608048346"
"1141","MN_HISTORY","History","MIN","608048346"
"1083","BA_SOCIOLO","Sociology","MAJ","608109487"
"1083","DM_WMNS","Women's/Gender/Sexuality Stds.","MAJ","608109487"
"1151","BA_PSYCHOL","Psychology","MAJ","608426431"
"1131","BA_PSYCHOL","Psychology","MAJ","608685394"
"1131","MN_ANTHROP","Anthropology","MIN","608685394"
"1131","MN_ECONOMC","Economics","MIN","608685394"
"1141","BA_BIOLOGY","Biology","MAJ","608742990"
"1141","DM_STU_ART","Studio Art","MAJ","608742990"
"1151","BS_CHEMIST","Chemistry","MAJ","608829054"
"1151","DM_BIOLOGY","Biology","MAJ","608829054"
"1151","MN_HSSP","Health: Science, Society & Pol","MIN","608829054"
"1101","BA_ECONOMS","Economics","MAJ","608895486"
"1101","MN_BUSINES","Business","MIN","608895486"
"1101","MN_MATHMAT","Mathematics","MIN","608895486"
"1121","BA_ART_HST","Art History","MAJ","609278240"
"1121","MN_BUSINES","Business","MIN","609278240"
"1121","MN_HISP","Hispanic Studies","MIN","609278240"
"1141","BA_HISP","Hispanic Studies","MAJ","609811863"
"1141","DM_AF_AFAM","African/Afro-American Studies","MAJ","609811863"
"1141","DM_WMNS","Women's/Gender/Sexuality Stds.","MAJ","609811863"
"1111","BA_HISTORY","History","MAJ","610086948"
"1111","MN_FR_LNLT","French & Francophone Studies","MIN","610086948"
"1111","MN_LEGAL","Legal Studies","MIN","610086948"
"1131","BS_COMPSCI","Computer Science","MAJ","610332977"
"1131","DM_PHILOSP","Philosophy","MAJ","610332977"
"1141","BA_THEATER","Theater Arts","MAJ","610460386"
"1141","DM_CRE_WRT","Creative Writing","MAJ","610460386"
"1141","MN_FILM_ST","Film/Television/InteractvMedia","MIN","610460386"
"1141","MN_HISTORY","History","MIN","610460386"
"1151","BA_HISTORY","History","MAJ","610506460"
"1151","MN_EDUCATN","Education","MIN","610506460"
"1111","BA_HISTORY","History","MAJ","610520774"
"1111","DM_POLITIC","Politics","MAJ","610520774"
"1111","MN_INT_GLB","International & Global Studies","MIN","610520774"
"1111","MN_LEGAL","Legal Studies","MIN","610520774"
"1111","BA_BIOLOGY","Biology","MAJ","610608494"
"1111","BA_MATHEMT","Mathematics","MAJ","611252988"
"1111","DM_COMPSCI","Computer Science","MAJ","611252988"
"1131","BA_ENGLISH","English","MAJ","611569484"
"1131","MN_FR_LNLT","French & Francophone Studies","MIN","611569484"
"1131","BA_BUSINES","Business","MAJ","611596398"
"1081","BA_INT_GLB","International & Global Studies","MAJ","612007863"
"1081","MN_ANTHROP","Anthropology","MIN","612007863"
"1081","BA_SOCIOLO","Sociology","MAJ","612059037"
"1081","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","612227950"
"1141","BA_HSSP","Health: Science, Society & Pol","MAJ","612248585"
"1141","DM_PSYCHOL","Psychology","MAJ","612248585"
"1141","MN_LINGUIS","Language and Linguistics","MIN","612248585"
"1131","BS_BIOCHEM","Biochemistry","MAJ","612277746"
"1131","DM_CHEMIST","Chemistry","MAJ","612277746"
"1151","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","612293192"
"1151","DM_HISTORY","History","MAJ","612293192"
"1141","BA_ECONOMS","Economics","MAJ","613123759"
"1141","DM_BUSINES","Business","MAJ","613123759"
"1141","BS_NEURSCI","Neuroscience","MAJ","613338120"
"1151","BS_NEURSCI","Neuroscience","MAJ","613445362"
"1151","DM_BIPH","Biological Physics","MAJ","613445362"
"1101","BA_INT_GLB","International & Global Studies","MAJ","613520686"
"1101","MN_FR_LNLT","French & Francophone Studies","MIN","613520686"
"1101","MN_POLITIC","Politics","MIN","613520686"
"1151","BS_CHEMIST","Chemistry","MAJ","613615190"
"1111","BA_FRENCH","French & Francophone Studies","MAJ","613777170"
"1111","DM_ECONOMS","Economics","MAJ","613777170"
"1111","DM_INT_GLB","International & Global Studies","MAJ","613777170"
"1082","BA_ECONOMS","Economics","MAJ","613935028"
"1082","MN_BUSINES","Business","MIN","613935028"
"1081","BA_ECONOMS","Economics","MAJ","613995042"
"1081","MN_BUSINES","Business","MIN","613995042"
"1091","BA_ECONOMS","Economics","MAJ","614169577"
"1091","MN_BUSINES","Business","MIN","614169577"
"1091","BA_PSYCHOL","Psychology","MAJ","614484743"
"1091","MN_BUSINES","Business","MIN","614484743"
"1121","BA_AMER_ST","American Studies","MAJ","614626999"
"1121","MN_ART_HST","Art History","MIN","614626999"
"1121","MN_HISP","Hispanic Studies","MIN","614626999"
"1121","MN_HISTORY","History","MIN","614626999"
"1101","BA_ECONOMS","Economics","MAJ","614705855"
"1101","MN_BUSINES","Business","MIN","614705855"
"1101","MN_MATHMAT","Mathematics","MIN","614705855"
"1101","MN_POLITIC","Politics","MIN","614705855"
"1081","BS_NEURSCI","Neuroscience","MAJ","614707438"
"1081","DM_BIOLOGY","Biology","MAJ","614707438"
"1081","DM_PSYCHOL","Psychology","MAJ","614707438"
"1072","BA_ECONOMS","Economics","MAJ","614762224"
"1142","BA_ECONOMS","Economics","MAJ","614789095"
"1142","DM_ENGLISH","English","MAJ","614789095"
"1151","BA_HISP","Hispanic Studies","MAJ","615110604"
"1151","DM_CMP_LIT","Comparative Lit. and Culture","MAJ","615110604"
"1111","BA_INT_GLB","International & Global Studies","MAJ","615398534"
"1111","DM_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","615398534"
"1111","MN_ANTHROP","Anthropology","MIN","615398534"
"1111","MN_REL_STU","Religious Studies","MIN","615398534"
"1111","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","615398534"
"1101","BA_POLITIC","Politics","MAJ","615494663"
"1101","DM_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","615494663"
"1101","MN_PEACE","Peace and Conflict Studies","MIN","615494663"
"1151","BA_AF_AFAM","African/Afro-American Studies","MAJ","615547876"
"1151","DM_INT_GLB","International & Global Studies","MAJ","615547876"
"1151","MN_LAT_AMR","Latin American and Latino Stds","MIN","615547876"
"1151","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","615547876"
"1081","BA_ECONOMS","Economics","MAJ","615597968"
"1081","MN_BUSINES","Business","MIN","615597968"
"1131","BA_CLASSIC","Classical Studies","MAJ","615678546"
"1131","DM_CRE_WRT","Creative Writing","MAJ","615678546"
"1131","DM_ENGLISH","English","MAJ","615678546"
"1141","BA_POLITIC","Politics","MAJ","615823064"
"1141","DM_BUSINES","Business","MAJ","615823064"
"1101","BA_POLITIC","Politics","MAJ","615951205"
"1151","BS_BIOCHEM","Biochemistry","MAJ","615984742"
"1151","DM_ECONOMS","Economics","MAJ","615984742"
"1143","BA_INT_GLB","International & Global Studies","MAJ","615984849"
"1143","DM_LIN_COG","Language and Linguistics","MAJ","615984849"
"1143","MN_ECONOMC","Economics","MIN","615984849"
"1143","MN_FR_LNLT","French & Francophone Studies","MIN","615984849"
"1111","BS_BIOCHEM","Biochemistry","MAJ","616101537"
"1111","DM_CHEMIST","Chemistry","MAJ","616101537"
"1111","DM_ECONOMS","Economics","MAJ","616101537"
"1081","BA_POLITIC","Politics","MAJ","616361595"
"1141","BA_INT_GLB","International & Global Studies","MAJ","616573781"
"1141","DM_ECONOMS","Economics","MAJ","616573781"
"1141","MN_BUSINES","Business","MIN","616573781"
"1141","MN_LAT_AMR","Latin American and Latino Stds","MIN","616573781"
"1131","BA_ANTHROP","Anthropology","MAJ","616609511"
"1101","BA_HISTORY","History","MAJ","616786816"
"1101","MN_ECONOMC","Economics","MIN","616786816"
"1101","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","616786816"
"1131","BA_PSYCHOL","Psychology","MAJ","616813143"
"1142","BA_ANTHROP","Anthropology","MAJ","617050650"
"1142","DM_EA_ASIA","East Asian Studies","MAJ","617050650"
"1121","BS_HSSP","Health: Science, Society & Pol","MAJ","617253849"
"1111","BA_HISTORY","History","MAJ","617270227"
"1111","MN_LAT_AMR","Latin American and Latino Stds","MIN","617270227"
"1111","MN_SOJ_SOP","Social Justice & Social Policy","MIN","617270227"
"1151","BA_ANTHROP","Anthropology","MAJ","617307191"
"1151","DM_AF_AFAM","African/Afro-American Studies","MAJ","617307191"
"1151","MN_CRE_WRT","Creative Writing","MIN","617307191"
"1073","BA_ECONOMS","Economics","MAJ","617372293"
"1073","MN_BUSINES","Business","MIN","617372293"
"1091","BA_PSYCHOL","Psychology","MAJ","617375597"
"1091","MN_BUSINES","Business","MIN","617375597"
"1101","BA_POLITIC","Politics","MAJ","617411969"
"1101","DM_ECONOMS","Economics","MAJ","617411969"
"1151","BA_ANTHROP","Anthropology","MAJ","617717357"
"1151","DM_HISTORY","History","MAJ","617717357"
"1151","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","617717357"
"1151","BA_POLITIC","Politics","MAJ","618247466"
"1151","MN_JOURNAL","Journalism","MIN","618247466"
"1121","BA_ENGLISH","English","MAJ","618250079"
"1121","DM_CRE_WRT","Creative Writing","MAJ","618250079"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","618272323"
"1131","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","618272323"
"1142","BA_INT_GLB","International & Global Studies","MAJ","618384665"
"1142","DM_ANTHROP","Anthropology","MAJ","618384665"
"1142","DM_POLITIC","Politics","MAJ","618384665"
"1142","MN_BUSINES","Business","MIN","618384665"
"1142","MN_LEGAL","Legal Studies","MIN","618384665"
"1101","BA_ECONOMS","Economics","MAJ","618416967"
"1101","MN_BUSINES","Business","MIN","618416967"
"1111","BA_AMER_ST","American Studies","MAJ","619022850"
"1111","DM_POLITIC","Politics","MAJ","619022850"
"1111","MN_EA_ASIA","East Asian Studies","MIN","619022850"
"1131","BS_BIOLOGY","Biology","MAJ","619107227"
"1131","MN_PHILOSO","Philosophy","MIN","619107227"
"1141","BS_BIOLOGY","Biology","MAJ","619336945"
"1131","BA_HISTORY","History","MAJ","619435113"
"1131","MN_PHILOSO","Philosophy","MIN","619435113"
"1131","MN_POLITIC","Politics","MIN","619435113"
"1111","BA_NEAR_JU","Near Eastern & Judaic Studies","MAJ","619565399"
"1111","MN_HB_LNLT","Hebrew Language and Literature","MIN","619565399"
"1111","MN_MUSIC","Music","MIN","619565399"
"1111","MN_REL_STU","Religious Studies","MIN","619565399"
"1081","BA_INT_GLB","International & Global Studies","MAJ","619627134"
"1081","DM_POLITIC","Politics","MAJ","619627134"
"1081","MN_LEGAL","Legal Studies","MIN","619627134"
"1151","BS_CHEMIST","Chemistry","MAJ","619687738"
"1151","DM_INT_GLB","International & Global Studies","MAJ","619687738"
"1111","BA_NEAR_JU","Near Eastern & Judaic Studies","MAJ","619906535"
"1111","MN_EDUCATN","Education","MIN","619906535"
"1111","MN_HB_LNLT","Hebrew Language and Literature","MIN","619906535"
"1101","BA_PHILOSP","Philosophy","MAJ","620003888"
"1101","MN_ECONOMC","Economics","MIN","620003888"
"1151","BA_BUSINES","Business","MAJ","620019485"
"1151","MN_FILM_ST","Film/Television/InteractvMedia","MIN","620019485"
"1151","MN_JOURNAL","Journalism","MIN","620019485"
"1091","BA_PSYCHOL","Psychology","MAJ","620120188"
"1091","DM_HSSP","Health: Science, Society & Pol","MAJ","620120188"
"1111","BS_BIOLOGY","Biology","MAJ","620130919"
"1111","DM_HSSP","Health: Science, Society & Pol","MAJ","620130919"
"1081","BA_WMNS","Women's/Gender/Sexuality Stds.","MAJ","620352415"
"1141","BS_BIOLOGY","Biology","MAJ","620552485"
"1141","MN_HSSP","Health: Science, Society & Pol","MIN","620552485"
"1151","BS_BIOCHEM","Biochemistry","MAJ","620762323"
"1151","MS_BIOC_C","BS/MS Biochemistry Program","MAJ","620762323"
"1121","BA_POLITIC","Politics","MAJ","620959519"
"1121","DM_INT_GLB","International & Global Studies","MAJ","620959519"
"1121","MN_ECONOMC","Economics","MIN","620959519"
"1123","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","621125682"
"1123","DM_PHILOSP","Philosophy","MAJ","621125682"
"1121","BA_ECONOMS","Economics","MAJ","621413027"
"1121","DM_HSSP","Health: Science, Society & Pol","MAJ","621413027"
"1081","BA_NEURSCI","Neuroscience","MAJ","621617526"
"1081","MN_ANTHROP","Anthropology","MIN","621617526"
"1081","MN_FR_LNLT","French & Francophone Studies","MIN","621617526"
"1151","BA_EA_ASIA","East Asian Studies","MAJ","621838905"
"1151","DM_HSSP","Health: Science, Society & Pol","MAJ","621838905"
"1151","MN_ECONOMC","Economics","MIN","621838905"
"1131","BA_COMPSCI","Computer Science","MAJ","621879099"
"1131","MN_BUSINES","Business","MIN","621879099"
"1151","BS_BIOLOGY","Biology","MAJ","621971740"
"1151","MN_CHEMIST","Chemistry","MIN","621971740"
"1111","BA_ANTHROP","Anthropology","MAJ","622184740"
"1111","MN_LAT_AMR","Latin American and Latino Stds","MIN","622184740"
"1091","BA_PSYCHOL","Psychology","MAJ","622298442"
"1141","BA_POLITIC","Politics","MAJ","622469635"
"1141","DM_ECONOMS","Economics","MAJ","622469635"
"1081","BA_PHILOSP","Philosophy","MAJ","622542136"
"1081","MN_ANTHROP","Anthropology","MIN","622542136"
"1131","BA_PSYCHOL","Psychology","MAJ","622755532"
"1101","BS_NEURSCI","Neuroscience","MAJ","623010254"
"1101","DM_BIOLOGY","Biology","MAJ","623010254"
"1121","BA_COMPSCI","Computer Science","MAJ","623194562"
"1121","DM_ECONOMS","Economics","MAJ","623194562"
"1121","MN_PHILOSO","Philosophy","MIN","623194562"
"1101","BA_NEAR_JU","Near Eastern & Judaic Studies","MAJ","623209154"
"1101","DM_ECONOMS","Economics","MAJ","623209154"
"1101","MN_HB_LNLT","Hebrew Language and Literature","MIN","623209154"
"1121","BS_BIOCHEM","Biochemistry","MAJ","623248160"
"1121","DM_CHEMIST","Chemistry","MAJ","623248160"
"1132","BA_INT_GLB","International & Global Studies","MAJ","623409627"
"1151","BA_MATHEMT","Mathematics","MAJ","623491520"
"1151","MN_CHEMIST","Chemistry","MIN","623491520"
"1151","MN_FR_LNLT","French & Francophone Studies","MIN","623491520"
"1081","BS_PHYSICS","Physics","MAJ","623615345"
"1081","MN_CMP_SCI","Computer Science","MIN","623615345"
"1081","MN_INTERNT","Internet Studies","MIN","623615345"
"1081","BA_ECONOMS","Economics","MAJ","623732544"
"1081","DM_MATHEMT","Mathematics","MAJ","623732544"
"1081","DM_POLITIC","Politics","MAJ","623732544"
"1101","BA_PSYCHOL","Psychology","MAJ","623925067"
"1101","DM_BIOLOGY","Biology","MAJ","623925067"
"1111","BA_NEURSCI","Neuroscience","MAJ","623978345"
"1081","BA_PSYCHOL","Psychology","MAJ","624004138"
"1081","MN_BUSINES","Business","MIN","624004138"
"1101","BA_PSYCHOL","Psychology","MAJ","624194995"
"1101","MN_JOURNAL","Journalism","MIN","624194995"
"1101","MN_POLITIC","Politics","MIN","624194995"
"1151","BS_COMPSCI","Computer Science","MAJ","624232924"
"1121","BS_HSSP","Health: Science, Society & Pol","MAJ","624405157"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","624405157"
"1111","BA_EDUCST","Education Studies","MAJ","624773978"
"1111","DM_NEAR_JU","Near Eastern & Judaic Studies","MAJ","624773978"
"1101","BA_HISTORY","History","MAJ","624798567"
"1101","MN_FR_LNLT","French & Francophone Studies","MIN","624798567"
"1131","BA_ECONOMS","Economics","MAJ","624809964"
"1131","DM_POLITIC","Politics","MAJ","624809964"
"1081","BA_ENGLISH","English","MAJ","624931490"
"1081","DM_CRE_WRT","Creative Writing","MAJ","624931490"
"1091","BA_ART_HST","Art History","MAJ","625278856"
"1091","MN_ECONOMC","Economics","MIN","625278856"
"1091","MN_SOJ_SOP","Social Justice & Social Policy","MIN","625278856"
"1121","BA_AF_AFAM","African/Afro-American Studies","MAJ","625297453"
"1121","MN_ECONOMC","Economics","MIN","625297453"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","625297453"
"1091","BA_HSSP","Health: Science, Society & Pol","MAJ","625342690"
"1091","DM_HISTORY","History","MAJ","625342690"
"1091","MN_ART_HST","Art History","MIN","625342690"
"1091","BA_HISTORY","History","MAJ","625368523"
"1091","MN_MED_REN","Medieval & Renaissance Studies","MIN","625368523"
"1151","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","625401287"
"1151","DM_BUSINES","Business","MAJ","625401287"
"1151","MN_ENGL_AM","English","MIN","625401287"
"1141","BA_BUSINES","Business","MAJ","625490311"
"1141","MN_HISTORY","History","MIN","625490311"
"1102","BA_EUR_CUL","European Cultural Studies","MAJ","625563727"
"1102","MN_ENGL_AM","English","MIN","625563727"
"1101","BA_STU_ART","Studio Art","MAJ","626048696"
"1101","DM_CRE_WRT","Creative Writing","MAJ","626048696"
"1093","BA_ENGLISH","English","MAJ","626245688"
"1093","MN_ECONOMC","Economics","MIN","626245688"
"1101","BA_ECONOMS","Economics","MAJ","626286043"
"1101","DM_INT_GLB","International & Global Studies","MAJ","626286043"
"1101","DM_POLITIC","Politics","MAJ","626286043"
"1101","MN_BUSINES","Business","MIN","626286043"
"1101","BS_HSSP","Health: Science, Society & Pol","MAJ","626286355"
"1101","MN_INT_GLB","International & Global Studies","MIN","626286355"
"1091","BA_POLITIC","Politics","MAJ","626348632"
"1091","DM_WMNS","Women's/Gender/Sexuality Stds.","MAJ","626348632"
"1091","MN_LEGAL","Legal Studies","MIN","626348632"
"1131","BA_EA_ASIA","East Asian Studies","MAJ","626360734"
"1131","DM_INT_GLB","International & Global Studies","MAJ","626360734"
"1121","BA_BUSINES","Business","MAJ","626391761"
"1101","BA_EA_ASIA","East Asian Studies","MAJ","626438667"
"1101","DM_INT_GLB","International & Global Studies","MAJ","626438667"
"1091","BA_THEATER","Theater Arts","MAJ","626911170"
"1091","MN_FILM_ST","Film/Television/InteractvMedia","MIN","626911170"
"1111","BA_PHILOSP","Philosophy","MAJ","627121084"
"1111","MN_INT_GLB","International & Global Studies","MIN","627121084"
"1091","BA_ECONOMS","Economics","MAJ","627124448"
"1091","DM_PSYCHOL","Psychology","MAJ","627124448"
"1091","MN_BUSINES","Business","MIN","627124448"
"1091","BA_HISTORY","History","MAJ","627192010"
"1091","MN_EDUCATN","Education","MIN","627192010"
"1091","MN_JOURNAL","Journalism","MIN","627192010"
"1111","BA_HSSP","Health: Science, Society & Pol","MAJ","627376924"
"1111","MN_BUSINES","Business","MIN","627376924"
"1141","BS_NEURSCI","Neuroscience","MAJ","627401299"
"1141","MN_SCULPT","Sculpture","MIN","627401299"
"1101","BA_AMER_ST","American Studies","MAJ","627483817"
"1101","MN_JOURNAL","Journalism","MIN","627483817"
"1082","BA_COMPSCI","Computer Science","MAJ","627666084"
"1082","MN_LINGUIS","Language and Linguistics","MIN","627666084"
"1131","BA_EA_ASIA","East Asian Studies","MAJ","628278241"
"1131","DM_INT_GLB","International & Global Studies","MAJ","628278241"
"1131","MN_ECONOMC","Economics","MIN","628278241"
"1131","MN_HISTORY","History","MIN","628278241"
"1141","BA_ECONOMS","Economics","MAJ","628328538"
"1141","DM_BUSINES","Business","MAJ","628328538"
"1093","BA_ENVIRON","Environmental Studies","MAJ","628463479"
"1093","MN_PHILOSO","Philosophy","MIN","628463479"
"1151","BA_BIOLOGY","Biology","MAJ","628653786"
"1121","BA_HISP","Hispanic Studies","MAJ","628761964"
"1121","MN_GR_LNLT","German Studies","MIN","628761964"
"1141","BS_NEURSCI","Neuroscience","MAJ","629164984"
"1141","DM_BIOLOGY","Biology","MAJ","629164984"
"1143","BS_NEURSCI","Neuroscience","MAJ","629168603"
"1081","BA_SOCIOLO","Sociology","MAJ","629265898"
"1091","BA_PSYCHOL","Psychology","MAJ","629402805"
"1091","MN_THE_ART","Theater Arts","MIN","629402805"
"1132","BA_LIN_COG","Language and Linguistics","MAJ","629935378"
"1111","BA_INT_GLB","International & Global Studies","MAJ","629993268"
"1111","DM_FRENCH","French & Francophone Studies","MAJ","629993268"
"1111","BA_SOCIOLO","Sociology","MAJ","630020838"
"1111","MN_ANTHROP","Anthropology","MIN","630020838"
"1111","MN_ENGL_AM","English","MIN","630020838"
"1101","BA_NEAR_JU","Near Eastern & Judaic Studies","MAJ","630209545"
"1101","DM_EDUCST","Education Studies","MAJ","630209545"
